buller2,ind_weight,ind_month,ind_season,treatment_protocol
0,452,2021-03,Autumn,Control
0,452,2021-03,Autumn,Control
0,452,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,486,2021-03,Autumn,Control
0,486,2021-03,Autumn,Control
0,486,2021-03,Autumn,Control
0,486,2021-03,Autumn,Control
0,486,2021-03,Autumn,Control
0,486,2021-03,Autumn,Control
0,486,2021-03,Autumn,Control
0,486,2021-03,Autumn,Control
0,486,2021-03,Autumn,Control
0,486,2021-03,Autumn,Control
0,485,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
1,461,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,485,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,462,2021-03,Autumn,Control
0,462,2021-03,Autumn,Control
0,462,2021-03,Autumn,Control
0,462,2021-03,Autumn,Control
0,462,2021-03,Autumn,Control
0,462,2021-03,Autumn,Control
0,462,2021-03,Autumn,Control
0,462,2021-03,Autumn,Control
0,462,2021-03,Autumn,Control
0,462,2021-03,Autumn,Control
0,462,2021-03,Autumn,Control
0,462,2021-03,Autumn,Control
0,462,2021-03,Autumn,Control
0,462,2021-03,Autumn,Control
0,462,2021-03,Autumn,Control
0,462,2021-03,Autumn,Control
0,462,2021-03,Autumn,Control
0,462,2021-03,Autumn,Control
0,462,2021-03,Autumn,Control
0,462,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,452,2021-03,Autumn,Control
0,452,2021-03,Autumn,Control
0,452,2021-03,Autumn,Control
0,462,2021-03,Autumn,Control
0,448,2021-04,Autumn,DB11
0,456,2021-04,Autumn,DB11
0,476,2021-04,Autumn,DB11
0,454,2021-04,Autumn,DB11
0,450,2021-04,Autumn,DB11
0,437,2021-04,Autumn,DB11
0,446,2021-04,Autumn,DB11
0,429,2021-04,Autumn,DB11
0,445,2021-04,Autumn,DB11
0,453,2021-04,Autumn,DB11
0,451,2021-04,Autumn,DB11
0,453,2021-04,Autumn,DB11
0,452,2021-04,Autumn,DB11
0,453,2021-04,Autumn,DB11
0,449,2021-04,Autumn,DB11
0,439,2021-04,Autumn,DB11
0,452,2021-04,Autumn,DB11
0,453,2021-04,Autumn,DB11
0,427,2021-04,Autumn,DB11
0,464,2021-04,Autumn,DB11
0,441,2021-04,Autumn,DB11
0,424,2021-04,Autumn,DB11
0,472,2021-04,Autumn,DB11
0,426,2021-04,Autumn,DB11
0,449,2021-04,Autumn,DB11
0,443,2021-04,Autumn,DB11
0,438,2021-04,Autumn,DB11
0,461,2021-04,Autumn,DB11
0,437,2021-04,Autumn,DB11
0,451,2021-04,Autumn,DB11
0,445,2021-04,Autumn,DB11
0,466,2021-04,Autumn,DB11
0,442,2021-04,Autumn,DB11
0,465,2021-04,Autumn,DB11
0,437,2021-04,Autumn,DB11
0,433,2021-04,Autumn,DB11
0,459,2021-04,Autumn,DB11
0,444,2021-04,Autumn,DB11
0,438,2021-04,Autumn,DB11
0,446,2021-04,Autumn,DB11
0,443,2021-04,Autumn,DB11
0,471,2021-04,Autumn,DB11
0,465,2021-04,Autumn,DB11
0,464,2021-04,Autumn,DB11
0,447,2021-04,Autumn,DB11
0,458,2021-04,Autumn,DB11
0,469,2021-04,Autumn,DB11
0,470,2021-04,Autumn,DB11
0,459,2021-04,Autumn,DB11
0,449,2021-04,Autumn,DB11
0,463,2021-04,Autumn,DB11
0,461,2021-04,Autumn,DB11
0,433,2021-04,Autumn,DB11
0,444,2021-04,Autumn,DB11
0,454,2021-04,Autumn,DB11
0,439,2021-04,Autumn,DB11
0,464,2021-04,Autumn,DB11
0,423,2021-04,Autumn,DB11
0,451,2021-04,Autumn,DB11
0,457,2021-04,Autumn,DB11
0,440,2021-04,Autumn,DB11
0,435,2021-04,Autumn,DB11
0,460,2021-04,Autumn,DB11
0,460,2021-04,Autumn,DB11
0,454,2021-04,Autumn,DB11
0,452,2021-04,Autumn,DB11
0,417,2021-04,Autumn,DB11
0,433,2021-04,Autumn,DB11
0,448,2021-04,Autumn,DB11
0,457,2021-04,Autumn,DB11
0,440,2021-04,Autumn,DB11
0,445,2021-04,Autumn,DB11
0,439,2021-04,Autumn,DB11
0,453,2021-04,Autumn,DB11
0,456,2021-04,Autumn,DB11
0,431,2021-04,Autumn,DB11
0,459,2021-04,Autumn,DB11
0,451,2021-04,Autumn,DB11
0,455,2021-04,Autumn,DB11
0,421,2021-04,Autumn,DB11
1,446,2021-04,Autumn,DB11
0,437,2021-04,Autumn,DB11
0,464,2021-04,Autumn,DB11
0,443,2021-04,Autumn,DB11
0,464,2021-04,Autumn,DB11
0,448,2021-04,Autumn,DB11
0,446,2021-04,Autumn,DB11
0,451,2021-04,Autumn,DB11
0,449,2021-04,Autumn,DB11
0,456,2021-04,Autumn,DB11
0,443,2021-04,Autumn,DB11
0,444,2021-04,Autumn,DB11
0,454,2021-04,Autumn,DB11
0,383,2021-03,Autumn,DB11
0,394,2021-03,Autumn,DB11
0,403,2021-03,Autumn,DB11
0,470,2021-03,Autumn,DB11
0,406,2021-03,Autumn,DB11
0,417,2021-03,Autumn,DB11
0,435,2021-03,Autumn,DB11
0,448,2021-03,Autumn,DB11
0,461,2021-03,Autumn,DB11
0,381,2021-03,Autumn,DB11
0,439,2021-03,Autumn,DB11
0,443,2021-03,Autumn,DB11
0,435,2021-03,Autumn,DB11
0,415,2021-03,Autumn,DB11
0,447,2021-03,Autumn,DB11
0,452,2021-03,Autumn,DB11
0,447,2021-03,Autumn,DB11
0,484,2021-03,Autumn,DB11
0,427,2021-03,Autumn,DB11
0,474,2021-03,Autumn,DB11
0,433,2021-03,Autumn,DB11
0,448,2021-03,Autumn,DB11
0,431,2021-03,Autumn,DB11
0,427,2021-03,Autumn,DB11
0,454,2021-03,Autumn,DB11
0,436,2021-03,Autumn,DB11
0,400,2021-03,Autumn,DB11
0,412,2021-03,Autumn,DB11
0,460,2021-03,Autumn,DB11
0,418,2021-03,Autumn,DB11
0,442,2021-03,Autumn,DB11
0,405,2021-03,Autumn,DB11
0,324,2021-03,Autumn,DB11
0,365,2021-03,Autumn,DB11
0,376,2021-03,Autumn,DB11
0,449,2021-03,Autumn,DB11
0,430,2021-03,Autumn,DB11
0,462,2021-03,Autumn,DB11
0,461,2021-03,Autumn,DB11
0,458,2021-03,Autumn,DB11
0,456,2021-03,Autumn,DB11
0,451,2021-03,Autumn,DB11
0,462,2021-03,Autumn,DB11
0,455,2021-03,Autumn,DB11
0,456,2021-03,Autumn,DB11
0,410,2021-03,Autumn,DB11
0,468,2021-03,Autumn,DB11
0,362,2021-03,Autumn,DB11
0,395,2021-03,Autumn,DB11
0,462,2021-03,Autumn,DB11
0,410,2021-03,Autumn,DB11
0,363,2021-03,Autumn,DB11
0,384,2021-03,Autumn,DB11
0,378,2021-03,Autumn,DB11
0,354,2021-03,Autumn,DB11
0,362,2021-03,Autumn,DB11
0,392,2021-03,Autumn,DB11
0,364,2021-03,Autumn,DB11
0,300,2021-03,Autumn,DB11
0,450,2021-03,Autumn,DB11
0,384,2021-03,Autumn,DB11
0,385,2021-03,Autumn,DB11
0,471,2021-03,Autumn,DB11
0,434,2021-03,Autumn,DB11
0,362,2021-03,Autumn,DB11
0,433,2021-03,Autumn,DB11
0,400,2021-03,Autumn,DB11
0,386,2021-03,Autumn,DB11
0,315,2021-03,Autumn,DB11
0,335,2021-03,Autumn,DB11
0,322,2021-03,Autumn,DB11
1,339,2021-03,Autumn,DB11
0,342,2021-03,Autumn,DB11
0,312,2021-03,Autumn,DB11
0,300,2021-03,Autumn,DB11
0,295,2021-03,Autumn,DB11
0,335,2021-03,Autumn,DB11
0,312,2021-03,Autumn,DB11
0,310,2021-03,Autumn,DB11
0,338,2021-03,Autumn,DB11
0,299,2021-03,Autumn,DB11
0,318,2021-03,Autumn,DB11
0,308,2021-03,Autumn,DB11
0,328,2021-03,Autumn,DB11
0,359,2021-03,Autumn,DB11
0,292,2021-03,Autumn,DB11
0,400,2021-03,Autumn,DB11
0,385,2021-03,Autumn,DB11
0,357,2021-03,Autumn,DB11
0,356,2021-03,Autumn,DB11
0,332,2021-03,Autumn,DB11
0,372,2021-03,Autumn,DB11
0,322,2021-03,Autumn,DB11
0,355,2021-03,Autumn,DB11
0,337,2021-03,Autumn,DB11
0,315,2021-03,Autumn,DB11
0,355,2021-03,Autumn,DB11
0,361,2021-03,Autumn,DB11
0,321,2021-03,Autumn,DB11
0,389,2021-03,Autumn,DB11
0,329,2021-03,Autumn,DB11
0,451,2021-03,Autumn,DB11
0,347,2021-03,Autumn,DB11
0,450,2021-03,Autumn,DB11
0,470,2021-03,Autumn,DB11
0,393,2021-03,Autumn,DB11
0,369,2021-03,Autumn,DB11
0,439,2021-03,Autumn,DB11
0,395,2021-03,Autumn,DB11
0,361,2021-03,Autumn,DB11
0,443,2021-03,Autumn,DB11
0,414,2021-03,Autumn,DB11
0,333,2021-03,Autumn,DB11
0,480,2021-03,Autumn,DB11
0,447,2021-03,Autumn,DB11
0,445,2021-03,Autumn,DB11
0,322,2021-03,Autumn,DB11
0,447,2021-03,Autumn,DB11
0,343,2021-03,Autumn,DB11
0,281,2021-03,Autumn,DB11
0,437,2021-03,Autumn,DB11
0,457,2021-03,Autumn,DB11
0,410,2021-03,Autumn,DB11
0,355,2021-03,Autumn,DB11
0,456,2021-03,Autumn,DB11
0,309,2021-03,Autumn,DB11
0,454,2021-03,Autumn,DB11
0,436,2021-03,Autumn,DB11
0,355,2021-03,Autumn,DB11
0,446,2021-03,Autumn,DB11
0,425,2021-03,Autumn,DB11
0,366,2021-03,Autumn,DB11
0,322,2021-03,Autumn,DB11
0,392,2021-03,Autumn,DB11
0,390,2021-03,Autumn,DB11
0,313,2021-03,Autumn,DB11
0,341,2021-03,Autumn,DB11
0,420,2021-03,Autumn,DB11
0,448,2021-03,Autumn,DB11
0,420,2021-04,Autumn,DB11
0,419,2021-04,Autumn,DB11
0,426,2021-04,Autumn,DB11
0,413,2021-04,Autumn,DB11
0,422,2021-04,Autumn,DB11
0,412,2021-04,Autumn,DB11
0,428,2021-04,Autumn,DB11
0,407,2021-04,Autumn,DB11
0,404,2021-04,Autumn,DB11
0,422,2021-04,Autumn,DB11
0,428,2021-04,Autumn,DB11
0,448,2021-04,Autumn,DB11
0,460,2021-04,Autumn,DB11
0,441,2021-04,Autumn,DB11
0,423,2021-04,Autumn,DB11
0,413,2021-04,Autumn,DB11
0,419,2021-04,Autumn,DB11
0,436,2021-04,Autumn,DB11
0,405,2021-04,Autumn,DB11
0,434,2021-04,Autumn,DB11
0,421,2021-04,Autumn,DB11
0,432,2021-04,Autumn,DB11
0,414,2021-04,Autumn,DB11
0,449,2021-04,Autumn,DB11
0,430,2021-04,Autumn,DB11
0,427,2021-04,Autumn,DB11
0,435,2021-04,Autumn,DB11
0,415,2021-04,Autumn,DB11
0,422,2021-04,Autumn,DB11
0,421,2021-04,Autumn,DB11
0,424,2021-04,Autumn,DB11
0,434,2021-04,Autumn,DB11
0,405,2021-04,Autumn,DB11
0,429,2021-04,Autumn,DB11
0,418,2021-04,Autumn,DB11
0,437,2021-04,Autumn,DB11
0,410,2021-04,Autumn,DB11
0,445,2021-04,Autumn,DB11
0,415,2021-04,Autumn,DB11
0,427,2021-04,Autumn,DB11
0,455,2021-04,Autumn,DB11
0,418,2021-04,Autumn,DB11
0,418,2021-04,Autumn,DB11
0,405,2021-04,Autumn,DB11
0,411,2021-04,Autumn,DB11
0,438,2021-04,Autumn,DB11
0,414,2021-04,Autumn,DB11
0,437,2021-04,Autumn,DB11
0,484,2021-04,Autumn,DB11
0,394,2021-04,Autumn,DB11
0,436,2021-04,Autumn,DB11
0,454,2021-04,Autumn,DB11
0,391,2021-04,Autumn,DB11
0,422,2021-04,Autumn,DB11
0,454,2021-04,Autumn,DB11
0,464,2021-04,Autumn,DB11
0,419,2021-04,Autumn,DB11
0,405,2021-04,Autumn,DB11
0,443,2021-04,Autumn,DB11
0,437,2021-04,Autumn,DB11
0,411,2021-04,Autumn,DB11
0,455,2021-04,Autumn,DB11
0,450,2021-04,Autumn,DB11
0,462,2021-04,Autumn,DB11
0,425,2021-04,Autumn,DB11
0,457,2021-04,Autumn,DB11
0,456,2021-04,Autumn,DB11
0,419,2021-04,Autumn,DB11
0,502,2021-04,Autumn,DB11
0,450,2021-04,Autumn,DB11
0,426,2021-04,Autumn,DB11
0,484,2021-04,Autumn,DB11
0,420,2021-04,Autumn,DB11
0,431,2021-04,Autumn,DB11
0,425,2021-04,Autumn,DB11
0,389,2021-04,Autumn,DB11
0,423,2021-04,Autumn,DB11
0,442,2021-04,Autumn,DB11
0,447,2021-04,Autumn,DB11
0,425,2021-04,Autumn,DB11
0,445,2021-04,Autumn,DB11
0,435,2021-04,Autumn,DB11
0,466,2021-04,Autumn,DB11
0,462,2021-04,Autumn,DB11
0,463,2021-04,Autumn,DB11
0,444,2021-04,Autumn,DB11
0,415,2021-04,Autumn,DB11
0,474,2021-04,Autumn,DB11
0,430,2021-04,Autumn,DB11
0,451,2021-04,Autumn,DB11
0,470,2021-04,Autumn,DB11
0,466,2021-04,Autumn,DB11
0,365,2021-04,Autumn,DB11
0,407,2021-04,Autumn,DB11
0,404,2021-04,Autumn,DB11
0,427,2021-04,Autumn,DB11
0,479,2021-04,Autumn,DB11
0,410,2021-04,Autumn,DB11
0,369,2021-04,Autumn,DB11
0,490,2021-04,Autumn,DB11
0,395,2021-04,Autumn,DB11
0,518,2021-04,Autumn,DB11
0,363,2021-04,Autumn,DB11
0,403,2021-04,Autumn,DB11
0,437,2021-04,Autumn,DB11
0,403,2021-04,Autumn,DB11
0,424,2021-04,Autumn,DB11
0,418,2021-04,Autumn,DB11
0,396,2021-04,Autumn,DB11
0,444,2021-04,Autumn,DB11
0,405,2021-04,Autumn,DB11
0,411,2021-04,Autumn,DB11
0,421,2021-04,Autumn,DB11
0,389,2021-04,Autumn,DB11
0,382,2021-04,Autumn,DB11
0,450,2021-04,Autumn,DB11
0,390,2021-04,Autumn,DB11
0,428,2021-04,Autumn,DB11
0,392,2021-04,Autumn,DB11
0,440,2021-04,Autumn,DB11
0,352,2021-04,Autumn,DB11
0,405,2021-04,Autumn,DB11
0,426,2021-04,Autumn,DB11
0,444,2021-04,Autumn,DB11
0,379,2021-04,Autumn,DB11
0,446,2021-04,Autumn,DB11
0,386,2021-04,Autumn,DB11
0,435,2021-04,Autumn,DB11
0,428,2021-04,Autumn,DB11
0,438,2021-04,Autumn,DB11
0,445,2021-04,Autumn,DB11
0,445,2021-04,Autumn,DB11
0,434,2021-04,Autumn,DB11
0,457,2021-04,Autumn,DB11
0,444,2021-04,Autumn,DB11
0,438,2021-04,Autumn,DB11
0,430,2021-04,Autumn,DB11
0,467,2021-04,Autumn,DB11
0,437,2021-04,Autumn,DB11
0,409,2021-04,Autumn,DB11
0,438,2021-04,Autumn,DB11
0,400,2021-04,Autumn,DB11
0,415,2021-04,Autumn,DB11
0,358,2021-04,Autumn,DB11
0,455,2021-04,Autumn,DB11
0,410,2021-04,Autumn,DB11
0,476,2021-04,Autumn,DB11
0,404,2021-04,Autumn,DB11
0,474,2021-04,Autumn,DB11
0,425,2021-04,Autumn,DB11
0,443,2021-04,Autumn,DB11
0,439,2021-04,Autumn,DB11
0,413,2021-04,Autumn,DB11
0,421,2021-04,Autumn,DB11
0,446,2021-04,Autumn,DB11
0,462,2021-04,Autumn,DB11
0,449,2021-04,Autumn,DB11
0,444,2021-04,Autumn,DB11
0,446,2021-04,Autumn,DB11
0,452,2021-04,Autumn,DB11
0,447,2021-04,Autumn,DB11
0,402,2021-04,Autumn,DB11
0,377,2021-04,Autumn,DB11
0,407,2021-04,Autumn,DB11
0,445,2021-04,Autumn,DB11
0,401,2021-04,Autumn,DB11
0,422,2021-04,Autumn,DB11
0,457,2021-04,Autumn,DB11
0,409,2021-04,Autumn,DB11
0,422,2021-04,Autumn,DB11
0,458,2021-04,Autumn,DB11
0,412,2021-04,Autumn,DB11
0,429,2021-04,Autumn,DB11
0,460,2021-04,Autumn,DB11
0,421,2021-04,Autumn,DB11
0,423,2021-04,Autumn,DB11
0,411,2021-04,Autumn,DB11
0,424,2021-04,Autumn,DB11
0,406,2021-04,Autumn,DB11
0,445,2021-04,Autumn,DB11
0,466,2021-04,Autumn,DB11
0,447,2021-04,Autumn,DB11
0,439,2021-04,Autumn,DB11
0,445,2021-04,Autumn,DB11
0,410,2021-04,Autumn,DB11
0,442,2021-04,Autumn,DB11
0,332,2021-04,Autumn,DB11
0,395,2021-04,Autumn,DB11
0,451,2021-04,Autumn,DB11
0,342,2021-04,Autumn,DB11
0,349,2021-04,Autumn,DB11
0,430,2021-04,Autumn,DB11
0,393,2021-04,Autumn,DB11
0,433,2021-04,Autumn,DB11
0,442,2021-04,Autumn,DB11
0,422,2021-04,Autumn,DB11
0,411,2021-04,Autumn,DB11
0,403,2021-04,Autumn,DB11
0,394,2021-04,Autumn,DB11
0,423,2021-04,Autumn,DB11
0,446,2021-04,Autumn,DB11
0,385,2021-04,Autumn,DB11
0,455,2021-04,Autumn,DB11
0,428,2021-04,Autumn,DB11
0,394,2021-04,Autumn,DB11
0,449,2021-04,Autumn,DB11
0,418,2021-04,Autumn,DB11
0,419,2021-04,Autumn,DB11
0,332,2021-04,Autumn,DB11
0,457,2021-04,Autumn,DB11
0,423,2021-04,Autumn,DB11
0,444,2021-04,Autumn,DB11
1,447,2021-04,Autumn,DB11
0,334,2021-04,Autumn,DB11
0,431,2021-04,Autumn,DB11
0,467,2021-04,Autumn,DB11
0,419,2021-04,Autumn,DB11
0,436,2021-04,Autumn,DB11
0,402,2021-04,Autumn,DB11
0,418,2021-04,Autumn,DB11
0,444,2021-04,Autumn,DB11
0,429,2021-04,Autumn,DB11
0,437,2021-04,Autumn,DB11
0,377,2021-04,Autumn,DB11
0,407,2021-04,Autumn,DB11
0,424,2021-04,Autumn,DB11
0,335,2021-04,Autumn,DB11
0,391,2021-04,Autumn,DB11
0,421,2021-04,Autumn,DB11
0,490,2021-04,Autumn,DB11
0,482,2021-04,Autumn,DB11
0,411,2021-04,Autumn,DB11
0,442,2021-04,Autumn,Control
0,443,2021-04,Autumn,Control
0,437,2021-04,Autumn,Control
0,429,2021-04,Autumn,Control
0,451,2021-04,Autumn,Control
0,448,2021-04,Autumn,Control
0,427,2021-04,Autumn,Control
0,441,2021-04,Autumn,Control
0,430,2021-04,Autumn,Control
0,432,2021-04,Autumn,Control
0,440,2021-04,Autumn,Control
0,435,2021-04,Autumn,Control
0,429,2021-04,Autumn,Control
0,438,2021-04,Autumn,Control
0,441,2021-04,Autumn,Control
0,464,2021-04,Autumn,Control
0,432,2021-04,Autumn,Control
0,431,2021-04,Autumn,Control
0,449,2021-04,Autumn,Control
0,430,2021-04,Autumn,Control
0,435,2021-04,Autumn,Control
0,444,2021-04,Autumn,Control
0,446,2021-04,Autumn,Control
0,448,2021-04,Autumn,Control
0,441,2021-04,Autumn,Control
0,451,2021-04,Autumn,Control
0,456,2021-04,Autumn,Control
0,442,2021-04,Autumn,Control
0,464,2021-04,Autumn,Control
0,457,2021-03,Autumn,Control
0,455,2021-03,Autumn,Control
0,446,2021-03,Autumn,Control
0,437,2021-03,Autumn,Control
0,439,2021-03,Autumn,Control
0,446,2021-03,Autumn,Control
0,432,2021-03,Autumn,Control
0,482,2021-03,Autumn,Control
0,441,2021-03,Autumn,Control
1,437,2021-03,Autumn,Control
0,441,2021-03,Autumn,Control
0,432,2021-03,Autumn,Control
0,427,2021-03,Autumn,Control
0,460,2021-03,Autumn,Control
0,524,2021-03,Autumn,Control
0,438,2021-03,Autumn,Control
0,402,2021-03,Autumn,Control
0,427,2021-03,Autumn,Control
0,467,2021-03,Autumn,Control
0,462,2021-03,Autumn,Control
0,446,2021-03,Autumn,Control
0,441,2021-03,Autumn,Control
0,444,2021-03,Autumn,Control
0,453,2021-03,Autumn,Control
0,419,2021-03,Autumn,Control
0,439,2021-03,Autumn,Control
0,473,2021-03,Autumn,Control
0,459,2021-03,Autumn,Control
0,459,2021-03,Autumn,Control
0,442,2021-03,Autumn,Control
0,457,2021-03,Autumn,Control
0,422,2021-03,Autumn,Control
0,463,2021-03,Autumn,Control
0,444,2021-03,Autumn,Control
0,446,2021-03,Autumn,Control
0,479,2021-03,Autumn,Control
0,439,2021-03,Autumn,Control
0,434,2021-03,Autumn,Control
0,446,2021-03,Autumn,Control
0,452,2021-03,Autumn,Control
0,440,2021-03,Autumn,Control
0,459,2021-03,Autumn,Control
0,453,2021-03,Autumn,Control
0,459,2021-03,Autumn,Control
0,407,2021-03,Autumn,Control
0,451,2021-03,Autumn,Control
0,444,2021-03,Autumn,Control
0,457,2021-03,Autumn,Control
0,462,2021-03,Autumn,Control
0,456,2021-03,Autumn,Control
0,432,2021-03,Autumn,Control
0,452,2021-03,Autumn,Control
0,483,2021-03,Autumn,Control
0,449,2021-03,Autumn,Control
0,475,2021-03,Autumn,Control
0,452,2021-03,Autumn,Control
0,467,2021-03,Autumn,Control
0,452,2021-03,Autumn,Control
0,433,2021-03,Autumn,Control
0,423,2021-03,Autumn,Control
0,496,2021-03,Autumn,Control
0,401,2021-03,Autumn,Control
0,402,2021-03,Autumn,Control
0,448,2021-03,Autumn,Control
0,446,2021-03,Autumn,Control
0,460,2021-03,Autumn,Control
0,433,2021-03,Autumn,Control
0,435,2021-03,Autumn,Control
0,434,2021-03,Autumn,Control
0,439,2021-03,Autumn,Control
0,437,2021-03,Autumn,Control
0,482,2021-03,Autumn,Control
0,433,2021-03,Autumn,Control
0,431,2021-03,Autumn,Control
0,441,2021-03,Autumn,Control
0,459,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,466,2021-03,Autumn,Control
0,415,2021-03,Autumn,Control
0,461,2021-03,Autumn,Control
0,458,2021-03,Autumn,Control
0,476,2021-03,Autumn,Control
0,456,2021-03,Autumn,Control
0,478,2021-03,Autumn,Control
0,459,2021-03,Autumn,Control
0,460,2021-03,Autumn,Control
0,443,2021-03,Autumn,Control
0,424,2021-03,Autumn,Control
0,449,2021-03,Autumn,Control
0,447,2021-03,Autumn,Control
0,450,2021-03,Autumn,Control
0,445,2021-03,Autumn,Control
0,450,2021-03,Autumn,Control
0,459,2021-03,Autumn,Control
0,425,2021-03,Autumn,Control
0,466,2021-03,Autumn,Control
0,453,2021-03,Autumn,Control
0,419,2021-03,Autumn,Control
0,425,2021-03,Autumn,Control
0,493,2021-03,Autumn,Control
0,428,2021-03,Autumn,Control
0,413,2021-03,Autumn,Control
0,432,2021-03,Autumn,Control
0,424,2021-03,Autumn,Control
0,415,2021-03,Autumn,Control
0,428,2021-03,Autumn,Control
0,442,2021-03,Autumn,Control
0,412,2021-03,Autumn,Control
0,508,2021-04,Autumn,AB11
0,445,2021-04,Autumn,AB11
1,445,2021-04,Autumn,AB11
1,466,2021-04,Autumn,AB11
1,473,2021-04,Autumn,AB11
1,470,2021-04,Autumn,AB11
0,453,2021-04,Autumn,AB11
1,408,2021-04,Autumn,AB11
0,396,2021-04,Autumn,AB11
0,444,2021-04,Autumn,AB11
0,426,2021-04,Autumn,AB11
0,405,2021-04,Autumn,AB11
0,425,2021-04,Autumn,AB11
0,436,2021-04,Autumn,AB11
1,456,2021-04,Autumn,AB11
0,434,2021-04,Autumn,AB11
0,502,2021-04,Autumn,AB11
1,473,2021-04,Autumn,AB11
0,465,2021-04,Autumn,AB11
0,471,2021-04,Autumn,AB11
0,455,2021-04,Autumn,AB11
1,441,2021-04,Autumn,AB11
0,468,2021-04,Autumn,AB11
0,400,2021-04,Autumn,AB11
0,449,2021-04,Autumn,AB11
1,449,2021-04,Autumn,AB11
0,432,2021-04,Autumn,AB11
0,447,2021-04,Autumn,AB11
1,439,2021-04,Autumn,AB11
1,421,2021-04,Autumn,AB11
0,427,2021-04,Autumn,AB11
0,418,2021-04,Autumn,AB11
0,472,2021-04,Autumn,AB11
0,435,2021-04,Autumn,AB11
0,457,2021-04,Autumn,AB11
0,451,2021-04,Autumn,AB11
0,463,2021-04,Autumn,AB11
0,451,2021-04,Autumn,AB11
0,469,2021-04,Autumn,AB11
0,465,2021-04,Autumn,AB11
1,498,2021-04,Autumn,AB11
0,459,2021-04,Autumn,AB11
0,522,2021-04,Autumn,AB11
0,500,2021-04,Autumn,AB11
0,450,2021-04,Autumn,AB11
1,433,2021-04,Autumn,AB11
0,387,2021-04,Autumn,AB11
1,413,2021-04,Autumn,AB11
0,452,2021-04,Autumn,AB11
0,442,2021-04,Autumn,AB11
0,434,2021-04,Autumn,AB11
0,459,2021-04,Autumn,AB11
1,446,2021-04,Autumn,AB11
0,448,2021-04,Autumn,AB11
1,383,2021-04,Autumn,ANA10
1,432,2021-04,Autumn,AB11
0,446,2021-04,Autumn,AB11
0,456,2021-04,Autumn,AB11
1,461,2021-04,Autumn,AB11
1,469,2021-04,Autumn,AB11
0,468,2021-04,Autumn,AB11
0,432,2021-04,Autumn,AB11
1,479,2021-04,Autumn,ANA10
1,344,2021-04,Autumn,AB11
0,452,2021-04,Autumn,AB11
1,454,2021-04,Autumn,ANA10
0,431,2021-04,Autumn,AB11
0,448,2021-04,Autumn,AB11
0,412,2021-04,Autumn,AB11
0,429,2021-04,Autumn,AB11
0,475,2021-04,Autumn,AB11
0,470,2021-04,Autumn,AB11
0,403,2021-04,Autumn,AB11
0,437,2021-04,Autumn,AB11
0,407,2021-04,Autumn,AB11
0,426,2021-04,Autumn,AB11
0,438,2021-04,Autumn,AB11
1,406,2021-04,Autumn,AB11
1,428,2021-04,Autumn,ANA10
0,441,2021-04,Autumn,AB11
0,419,2021-04,Autumn,AB11
0,442,2021-04,Autumn,AB11
1,434,2021-04,Autumn,AB11
0,436,2021-04,Autumn,AB11
1,451,2021-04,Autumn,ANA10
1,461,2021-04,Autumn,AB11
0,456,2021-04,Autumn,AB11
1,457,2021-04,Autumn,AB11
0,446,2021-04,Autumn,AB11
0,463,2021-04,Autumn,AB11
1,459,2021-04,Autumn,AB11
0,483,2021-04,Autumn,AB11
0,437,2021-04,Autumn,AB11
0,459,2021-04,Autumn,AB11
1,444,2021-04,Autumn,AB11
0,435,2021-04,Autumn,AB11
0,447,2021-04,Autumn,AB11
0,458,2021-04,Autumn,AB11
1,458,2021-04,Autumn,AB11
1,470,2021-04,Autumn,AB11
0,452,2021-04,Autumn,AB11
0,508,2021-04,Autumn,AB11
1,463,2021-04,Autumn,AB11
1,445,2021-04,Autumn,AB11
0,480,2021-04,Autumn,AB11
0,442,2021-04,Autumn,AB11
0,499,2021-04,Autumn,AB11
0,445,2021-04,Autumn,ANA10
0,449,2021-04,Autumn,AB11
0,481,2021-04,Autumn,AB11
0,455,2021-04,Autumn,AB11
0,460,2021-04,Autumn,AB11
